ID;NAME;ADDRESS;TYPE;CATEGORIES;USPs;OwnContributions
"{""$guid"":""55f9d81b-ffe4-49c1-bc5c-bd328a759b16""}";"""Ambulante Hauskrankenpflege Stephan Köhler""";"""Sömmeringstr. 6675179 Pforzheim Nordweststadt""";"""AMBULANT""";"[{""Name"":""Pflege für Menschen mit Behinderung (Physisch)"",""Description"":null}]";"[""Als Angehöriger bekommen Sie von uns jederzeit eine Beratung zu Ihren pflegerischen Fragen und wie Sie weitere Unterstützung erhalten können.""]";"[{""Degree"":1,""Amount"":982.588756589}]"
"{""$guid"":""578db71a-ee22-4ec7-b818-ba93505932bc""}";"""Markus Eberhart Klinik""";"""Hoheluftchaussee 3606625 Bad Kösen""";"""STATIONARY""";"[{""Name"":""WLAN kostenlos"",""Description"":null},{""Name"":""Betreuung bei Demenz"",""Description"":null},{""Name"":""öffentliche Verkehrsmittel (< 1 km Umkreis)""},{""Name"":""Probetag"",""Description"":null},{""Name"":""Ärztliche Hausbesuche""},{""Name"":""Wäscheservice""}]";"[""Kostenfreie Servicegespräche"",""Arbeit ohne Zeitdruck: Die Zeitabrechnung ermöglicht eine Anpassung an den tatsächlichen individuellen täglichen Bedarf ohne Rücksicht auf festgeschriebene Zeiten pro Leistungen“ung"",""Die Pflegefachkraft führt die ärztliche Verordnung (Rezept) aus. Die Kosten werden zum größten Teil von der Krankenkasse übernommen. Nähere Infos erhalten Sie bei Ihrem Ansprechpartner.""]";"[{""Degree"":3,""Amount"":2498.56543506},{""Degree"":2,""Amount"":1849.900897988},{""Degree"":4,""Amount"":3737.329500605}]"
"{""$guid"":""57970ac2-0bab-4e74-849a-a305e80d7a5c""}";"""Tagespflegestätte für Senioren Marie Wulf""";"""Alsterkrugchaussee 8686730 Oettingen""";"""DAYCARE""";"[{""Name"":""Telefon- und Internetanschluss im Zimmer"",""Description"":null},{""Name"":""Haustiere nach Absprache""},{""Name"":""angeschlossene spezielle ambulante Palliativversorgung (SAPV)"",""Description"":null},{""Name"":""Hausarztbesuche"",""Description"":null},{""Name"":""Behindertengerechtes WC""},{""Name"":""Garten""},{""Name"":""Schwimmbad""},{""Name"":""kulturelle Angebote"",""Description"":null},{""Name"":""angeschlossene stationäre Pflegeeinrichtungen""},{""Name"":""Theater""}]";"[""Wohngruppenkonzept"",""Damit Sie sich bei uns wohlfühlen, gestalten Sie Ihr Zimmer mit Ihrem gemütlichen Sessel, der Vitrine mit lieb gewonnenen Erinnerungsstücken und den Bildern Ihrer Familie.""]";"[{""Degree"":4,""Amount"":4130.801664726}]"
"{""$guid"":""59a56d99-18a0-4eeb-8b05-975a16e46be9""}";"""Seniorenservice Alexander Herrmann""";"""Prenzlauer Allee 7304007 Leipzig""";"""AMBULANT""";"[{""Name"":""Nachtpflege"",""Description"":""Pflege & Betreuung über Nacht in einer Einrichtung.""},{""Name"":""WLAN kostenpflichtig"",""Description"":null},{""Name"":""angeschlossene Tagespflege""}]";"[""Pflege aus Liebe zum Leben""]";"[{""Degree"":2,""Amount"":1764.700452688}]"
"{""$guid"":""5aa72813-8f33-44c0-9f51-563fec1b7384""}";"""Tagespflegestätte Dirk Freitag""";"""Neue Roßstr. 8466424 Homburg""";"""DAYCARE""";"[{""Name"":""Terrasse""},{""Name"":""24-h-Pflegekraft vor Ort""},{""Name"":""Ärztliche Hausbesuche""}]";"[""Friseur"",""Telefonische Erreichbarkeit werktags zw 8 und 17 Uhr gewährleistet."",""In unserer Arbeit fühlen wir uns den christlichen Werten wie Nächstenliebe und Toleranz verbunden und machen diese Werte in der täglichen Arbeit erlebbar.""]";"[{""Degree"":4,""Amount"":3204.363647012},{""Degree"":3,""Amount"":2654.81611849}]"
"{""$guid"":""5d034d76-a07e-4327-a56b-667f0d9ff0ff""}";"""Katharina Hertzog""";"""Stuttgarter Platz 2648629 Metelen""";"""AMBULANT""";[];[];[]
"{""$guid"":""6065654b-52ed-4e1a-9850-6b202255e9d6""}";"""Stephan Schwarz Klinik""";"""Rudower Strasse 8154634 Bitburg""";"""STATIONARY""";"[{""Name"":""Wäscheservice""},{""Name"":""Friseur"",""Description"":null},{""Name"":""Andachtsraum"",""Description"":null}]";"[""leben in den eigenen 4 Wänden"",""Begutachtung zur Feststellung der Pflegebedürftigkeit""]";"[{""Degree"":3,""Amount"":2712.960570801}]"
"{""$guid"":""62f08a21-07e1-4517-a994-83fcf2e08a6a""}";"""Nicole Fried Klinik""";"""Gotzkowskystrasse 9257612 Heupelzen""";"""STATIONARY""";"[{""Name"":""Hausarztbesuche"",""Description"":null},{""Name"":""Hospiz"",""Description"":null},{""Name"":""angeschlossenes altersgerechtes Wohnen"",""Description"":null},{""Name"":""Gäste-WC""},{""Name"":""Fitness"",""Description"":null},{""Name"":""Spielplatz""},{""Name"":""Sportgruppe""}]";"[""Kostenfreie Servicegespräche"",""Kinästhetik, Bobath, integrative Validation, basale Stimulation""]";"[{""Degree"":3,""Amount"":2438.008606987},{""Degree"":4,""Amount"":4247.088253846}]"
"{""$guid"":""6708e5ff-1fd1-4c23-98b1-245e85f2a200""}";"""Tagespflegestätte für Senioren Melanie Gärtner""";"""Fugger Strasse 6614431 Potsdam""";"""DAYCARE""";"[{""Name"":""TV-Anschluss im Zimmer"",""Description"":null},{""Name"":""Einbauküche""},{""Name"":""Haustiere vorhanden"",""Description"":null},{""Name"":""Hausnotruf""},{""Name"":""angeschlossene spezielle ambulante Palliativversorgung (SAPV)"",""Description"":null}]";"[""Betreuung gem. §45 b SGB XI"",""Alle Räume barrierefrei"",""Jeder Gast erhält bei Bedarf pflegerische und medizinische Versorgung""]";"[{""Degree"":4,""Amount"":4152.879730869},{""Degree"":3,""Amount"":3097.480082813}]"
"{""$guid"":""6712b5aa-4526-482b-a55b-0b47c0d29b6b""}";"""Anke Frankfurter""";"""Ellmenreichstrasse 8695302 Kulmbach""";"""AMBULANT""";[];[];[]
"{""$guid"":""68520982-cb6e-4805-ad82-aebcf7b5cfbb""}";"""Tagespflegestätte für Senioren Kevin Berg""";"""Pappelallee 5609427 Ehrenfriedersdorf""";"""DAYCARE""";"[{""Name"":""öffentliche Verkehrsmittel (< 1 km Umkreis)""},{""Name"":""Gemeindezentrum""},{""Name"":""Tagesausflüge"",""Description"":null},{""Name"":""barrierearm""}]";"[""Über alle Fragen rund um die Pflege möchten wir mit Ihnen offen sprechen und Sie umfassend beraten. Dazu kommen wir auch gerne direkt zu Ihnen nach Hause."",""Umfassende Beratung""]";"[{""Degree"":4,""Amount"":3746.146153657}]"
"{""$guid"":""686b9bb9-313d-455a-bc91-108add0074a8""}";"""Tagespflegestätte für Senioren Leon Pfeifer""";"""Boxhagener Str. 3521129 Hamburg Finkenwerder""";"""DAYCARE""";"[{""Name"":""Sportplatz""},{""Name"":""angeschlossener ambulanter Pflegedienst"",""Description"":null},{""Name"":""Behindertengerechtes WC""},{""Name"":""medizinische fachärztliche Versorgung""},{""Name"":""angeschlossene Kurzzeitpflege""},{""Name"":""kulturelle Angebote""}]";"[""Sozialkompetenz seit über 100 Jahren"",""Online Pflegekurs: www.johanniter-pflegecoach.de"",""Wir betrachten jeden, der unsere Hilfe benötigt als gleichberechtigten Menschen und versuchen alle Klienten gleich gut zu versorgen."",""Im Haus an der Aich gleicht keine Woche der anderen. Wir gestalten die Tage mit verschiedenen Aktivitäten und Veranstaltungen.""]";"[{""Degree"":4,""Amount"":3569.329774389},{""Degree"":2,""Amount"":1899.855717039}]"
"{""$guid"":""6b0d16fb-3c19-4efe-afc2-706acfcee446""}";"""Seniorenservice Michelle Moeller""";"""Schoenebergerstrasse 1808384 Meerane""";"""AMBULANT""";"[{""Name"":""angeschlossenes stationäres Pflegeheim"",""Description"":null},{""Name"":""Hilfe beim Schriftverkehr""}]";"[""Feste Bezugspersonen innerhalb des Pflege-Teams"",""Das Zentrum, bzw. das Herzstück der jeweiligen Wohngemeinschaft ist der offene Wohn-Essbereich mit der Therapieküche. Die Bewohner werden dabei in möglichst viele Handlungsabläufe mit einbezogen.""]";"[{""Degree"":2,""Amount"":1938.893555635},{""Degree"":3,""Amount"":2888.708916441}]"
"{""$guid"":""6b2ee9c9-8084-4325-b88e-327875886382""}";"""Pflegeeinrichtung Sara Bachmeier""";"""Ziegelstr. 3584382 Wittibreut""";"""STATIONARY""";"[{""Name"":""Friseur"",""Description"":null},{""Name"":""Fitness"",""Description"":null},{""Name"":""Haustiere nach Absprache""},{""Name"":""Offener beschützender Bereich mit Ortungssystemen"",""Description"":""Ortungssysteme oder Transponder geben den Mitarbeitenden ein Signal, sobald ein weglaufgefährdeter Bewohner den vorgesehenen Bereich verlässt.""},{""Name"":""angeschlossener ambulanter Pflegedienst"",""Description"":null},{""Name"":""angeschlossene altersgerechte Wohnformen"",""Description"":null},{""Name"":""Veranstaltungen/ Feste"",""Description"":null}]";"[""Begutachtung zur Feststellung der Pflegebedürftigkeit"",""mehrsprachig"",""Damit Sie sich bei uns wohlfühlen, gestalten Sie Ihr Zimmer mit Ihrem gemütlichen Sessel, der Vitrine mit lieb gewonnenen Erinnerungsstücken und den Bildern Ihrer Familie."",""Es gibt keine Probleme ,sondern Situationen\ndie wir gemeinsam meistern werden""]";"[{""Degree"":3,""Amount"":2184.878743573},{""Degree"":2,""Amount"":2098.987418157},{""Degree"":4,""Amount"":3344.461078567}]"
"{""$guid"":""6cdb0704-546d-4e24-86e9-24ca0663c0f6""}";"""Ambulante Hauskrankenpflege Karin Rothschild""";"""Bissingzeile 4825788 Delve""";"""AMBULANT""";"[{""Name"":""Veranstaltungen/ Feste""},{""Name"":""Pflege im Urlaub"",""Description"":""Pflege für Urlaubsgäste im Hotel oder der Pflegeeinrichtung im Gästebereich.""},{""Name"":""Concierge/ Pförtner""}]";[];[]
"{""$guid"":""6debac42-1411-4b0f-8ac7-15d26a462880""}";"""Tagespflegestätte für Senioren Maik Frueh""";"""Joachimstaler Str. 6056357 Buch""";"""DAYCARE""";"[{""Name"":""medizinische fachärztliche Versorgung""},{""Name"":""Nachtpflege"",""Description"":""Pflege & Betreuung über Nacht in einer Einrichtung.""},{""Name"":""Demenzbetreuung"",""Description"":""Besondere Betreuung für Demenzerkrankte.""},{""Name"":""Garage/ Stellplatz""},{""Name"":""Einzelangebote (Betreuung)"",""Description"":null}]";"[""Ehrenamtliche Mitarbeiter sind für uns sehr wertvoll in der Betreuung der Bewohner. Wir schätzen Ihr Engagement und die Zeit, in der Sie sich individuell den Menschen zuwenden."",""Pflege aus Liebe zum Leben""]";"[{""Degree"":4,""Amount"":3670.988640711},{""Degree"":2,""Amount"":1764.208962915}]"
"{""$guid"":""6df46d16-f20c-4116-b49a-f09fd0dac818""}";"""Tagespflegestätte für Senioren Sarah Naumann""";"""Meininger Strasse 7966643 Marpingen""";"""DAYCARE""";"[{""Name"":""öffentliche Bibliothek""},{""Name"":""Ärztliche Hausbesuche""}]";"[""Respekt und Wertschätzung"",""Ehrenamtliche Mitarbeiter sind für uns sehr wertvoll in der Betreuung der Bewohner. Wir schätzen Ihr Engagement und die Zeit, in der Sie sich individuell den Menschen zuwenden.""]";"[{""Degree"":4,""Amount"":3584.263165055},{""Degree"":3,""Amount"":2950.667784177}]"
"{""$guid"":""6e079072-e51f-4b05-a668-4c3d26589331""}";"""Seniorenservice Andrea Gersten""";"""Jahnstrasse 3285643 Steinhöring""";"""AMBULANT""";"[{""Name"":""Friseur"",""Description"":null},{""Name"":""Shuttlebus"",""Description"":""Hauseigener Bus für Ausflüge""},{""Name"":""intelligente Wohnraumsensorik"",""Description"":""kurz: AAL-altersgerechte Assistenzsysteme""}]";"[""Modernes Wundmanagement""]";"[{""Degree"":2,""Amount"":1710.465034684}]"
"{""$guid"":""6f43b0d2-c812-452d-900a-3c8e8155fe74""}";"""Tagespflegestätte für Senioren Jana Schulz""";"""Mollstrasse 7261476 Kronberg im Taunus""";"""DAYCARE""";"[{""Name"":""Behandlungspflege"",""Description"":""Durchführung medizinischer Leistungen nach ärztlicher Anordnung z.B. Medikamentengabe.""},{""Name"":""Schwimmbad/ Pool"",""Description"":null}]";"[""eigene Gartenanlage"",""montags bis freitags ganztägig geöffnet""]";"[{""Degree"":4,""Amount"":4113.244997739},{""Degree"":3,""Amount"":2160.671255859}]"
"{""$guid"":""6fd42647-896e-4dff-91a3-440cc5596e02""}";"""Tagespflegestätte für Senioren Marco Theissen""";"""Ufnau Strasse 9387682 Memmingen""";"""DAYCARE""";"[{""Name"":""religiöse Angebote"",""Description"":""z.B. regelmäßige Andachten, Gottesdienste und weiteres.""},{""Name"":""Hospizarbeit"",""Description"":null},{""Name"":""angeschlossenes altersgerechtes Wohnen"",""Description"":null},{""Name"":""Telefon- und Internetanschluss im Zimmer"",""Description"":null}]";"[""Menüservice""]";"[{""Degree"":4,""Amount"":4092.322902797}]"
"{""$guid"":""7151e305-60cb-4d3f-9bc7-dd6fbaf89f8a""}";"""Tagespflegestätte für Senioren Matthias Gloeckner""";"""Rathausstrasse 2890108 Nürnberg""";"""DAYCARE""";"[{""Name"":""medizinische fachärztliche Versorgung""}]";"[""-""]";"[{""Degree"":4,""Amount"":3684.122020464}]"
"{""$guid"":""7183db58-3c52-4302-b2eb-10380c5a140d""}";"""Ambulante Hauskrankenpflege Manuela Fuerst""";"""Guentzelstrasse 4855576 Zotzenheim""";"""AMBULANT""";"[{""Name"":""Hilfe bei der Haushaltsführung"",""Description"":""z.B. Reinigung der Wohnung, Wäschepflege, Müllentsorgung.""}]";"[""Wir sind für einander da - Das Motto unseres Gemeinde-Hilfe- Verein sagt alles!!""]";"[{""Degree"":1,""Amount"":895.530575139}]"
"{""$guid"":""73bc898e-c1a2-47ee-bf45-30b07521f2ff""}";"""Tagespflegestätte für Senioren Karolin Gerber""";"""Friedrichstrasse 4646119 Oberhausen Stadtmitte""";"""DAYCARE""";"[{""Name"":""Sportplatz""},{""Name"":""Freizeitangebote""},{""Name"":""öffentliche Bibliothek""},{""Name"":""Kirche"",""Description"":null},{""Name"":""Nachtpflege"",""Description"":""Pflege & Betreuung über Nacht in einer Einrichtung.""}]";"[""Schulung von Familienmitgliedern""]";"[{""Degree"":4,""Amount"":3560.385087999}]"
"{""$guid"":""76bd97de-a22c-4c72-9298-c66cbdc30453""}";"""Seniorenservice Gabriele Eichel""";"""Motzstr. 1255583 Bad Münster am Stein-Ebernburg""";"""AMBULANT""";"[{""Name"":""angeschlossene Wohngemeinschaft für Demenzerkrankte"",""Description"":null},{""Name"":""Keller""}]";"[""Gartenanlagen und Schlosspark"",""In unserem großzügig gestalteten Multifunktionsraum finden Gottesdienste und Veranstaltungen aller Art statt""]";"[{""Degree"":2,""Amount"":1517.559293549},{""Degree"":4,""Amount"":3408.250440684}]"
"{""$guid"":""7848cb65-4c17-44c2-8dd9-b71ec81de36c""}";"""Tagespflegestätte für Senioren Luca Pfeffer""";"""Messedamm 5306128 Halle""";"""DAYCARE""";"[{""Name"":""öffentliche Verkehrsmittel (< 1 km Umkreis)""},{""Name"":""Facharztbesuche"",""Description"":null}]";"[""Selbstverständlich beraten wir Sie auch im Kontakt mit Krankenkassen und Sozialdiensten.""]";"[{""Degree"":4,""Amount"":3750.33484702}]"
"{""$guid"":""7a20c8ef-6d2b-49c6-a3c6-7047cc3678c0""}";"""Pflegeeinrichtung Antje Luft""";"""Billwerder Neuer Deich 2196277 Schneckenlohe""";"""STATIONARY""";"[{""Name"":""Veranstaltungen/ Feste"",""Description"":null},{""Name"":""Spezielle psychische Betreuungsleistungen"",""Description"":null},{""Name"":""religiöse Angebote"",""Description"":""z.B. regelmäßige Andachten, Gottesdienste.""}]";"[""Kostenfreie Servicegespräche"",""Ambulante Palliativversorgung""]";"[{""Degree"":3,""Amount"":2420.119234207},{""Degree"":2,""Amount"":1875.847619668}]"
"{""$guid"":""7aa79468-4b71-43cc-930f-a44cd32d87f0""}";"""Tagespflegestätte für Senioren Birgit Luft""";"""Inge Beisheim Platz 6525303 Elmshorn""";"""DAYCARE""";"[{""Name"":""Spielplatz""}]";"[""Beratung und Planung gesundheitliche Vorsorge für die letzte Lebensphase""]";"[{""Degree"":4,""Amount"":4038.087484794}]"
"{""$guid"":""7cb2295b-089f-49ba-8b4e-50cfa122c499""}";"""Frank Wexler Klinik""";"""An der Alster 9294125 Neuburg""";"""STATIONARY""";"[{""Name"":""Therapieangebote""},{""Name"":""Terrasse"",""Description"":null}]";"[""In unserer Arbeit fühlen wir uns den christlichen Werten wie Nächstenliebe und Toleranz verbunden und machen diese Werte in der täglichen Arbeit erlebbar."",""Geregelter Tagesablauf und vielseitige Beschäftigung""]";"[{""Degree"":3,""Amount"":2893.065637976},{""Degree"":2,""Amount"":2023.498422477}]"
"{""$guid"":""7d08ff0c-37a6-4fdc-8ed0-83cb47abcff8""}";"""Pflegeeinrichtung Erik Meyer""";"""Mühlenstrasse 4897204 Höchberg""";"""STATIONARY""";"[{""Name"":""Tagesausflüge"",""Description"":null},{""Name"":""Garten"",""Description"":null},{""Name"":""Einbauküche""},{""Name"":""Sportgruppe""},{""Name"":""Tagesausflüge"",""Description"":null},{""Name"":""Spielplatz""},{""Name"":""Schwimmbad""}]";"[""Kostenfreie Servicegespräche"",""Urlaubspflege"",""Versorgung von Menschen mit einer Demenzerkrankung"",""Schwangerschaftsbetreuung nach §24h SGB V""]";"[{""Degree"":3,""Amount"":2405.518549334},{""Degree"":2,""Amount"":1998.101760865},{""Degree"":4,""Amount"":3868.100401884}]"
"{""$guid"":""7d7729b0-bcf4-450d-9f44-58e638b43d80""}";"""Frank Ehrlichmann Klinik""";"""Michaelkirchstr. 7031711 Luhden""";"""STATIONARY""";"[{""Name"":""Begleitung/ Fahrt zum Arzt"",""Description"":null},{""Name"":""angeschlossenes altersgerechtes Wohnen"",""Description"":null},{""Name"":""medizinische fachärztliche Versorgung""},{""Name"":""Haustiere nach Absprache""},{""Name"":""Hospiz"",""Description"":null},{""Name"":""Probetag"",""Description"":null},{""Name"":""Bibliothek"",""Description"":null}]";"[""Kostenfreie Servicegespräche""]";"[{""Degree"":3,""Amount"":2549.844870949}]"
"{""$guid"":""7da54f78-a330-43ac-bb86-6943f358827b""}";"""Tagespflegestätte für Senioren Katrin Bach""";"""Potsdamer Platz 8190548 Röthenbach""";"""DAYCARE""";"[{""Name"":""medizinische fachärztliche Versorgung""},{""Name"":""Dusche""},{""Name"":""Intensivpflege"",""Description"":""Intensivpflegerische Versorgung schwerstpflegebedürftiger Personen inkl. Überwachung und Unterstützung der Körperfunktionen.""},{""Name"":""Kino""}]";"[""Damit Sie sich bei uns wohlfühlen, gestalten Sie Ihr Zimmer mit Ihrem gemütlichen Sessel, der Vitrine mit lieb gewonnenen Erinnerungsstücken und den Bildern Ihrer Familie."",""Essen auf Rädern""]";"[{""Degree"":4,""Amount"":3681.166038351}]"
"{""$guid"":""7e2be190-ea53-4dd0-90d1-5f4f8dae1b95""}";"""Pflegeeinrichtung Maik Moench""";"""Michaelkirchstr. 1932547 Bad Oeynhausen Innenstadt""";"""STATIONARY""";"[{""Name"":""Restaurante"",""Description"":null},{""Name"":""ambulante Pflege- und Betreuungsleistungen""},{""Name"":""WLAN kostenpflichtig"",""Description"":null}]";"[""spezielles Pflegekonzept für schwerstpflegebedürftige Menschen"",""Telefonische Erreichbarkeit werktags zw 8 und 17 Uhr gewährleistet.""]";"[{""Degree"":3,""Amount"":2261.192227719}]"
"{""$guid"":""7e6809a8-2267-46d1-8e57-b775d440ec0c""}";"""Tagespflegestätte für Senioren Anne Abt""";"""Messedamm 7901468 Auer""";"""DAYCARE""";"[{""Name"":""Veranstaltungen/ Fest""},{""Name"":""Fahr- und Begleitservice""},{""Name"":""barrierearm""}]";"[""Betreuung kann auch privat bezogen werden ohne Pflegegrad."",""Nur erwaschene Klienten"",""Betreuung auch im Urlaub und bei Familienfeiern""]";"[{""Degree"":4,""Amount"":4015.442118987},{""Degree"":3,""Amount"":2740.645568581}]"
"{""$guid"":""7f0bc868-154e-40ed-be75-f251e35d3765""}";"""Jennifer Fisher Klinik""";"""Lützowplatz 1954552 Dockweiler""";"""STATIONARY""";"[{""Name"":""Hausmeisterservice""}]";"[""Ein schöner Garten mit Terrasse und rollstuhlgerechten Wegen laden zum Verweilen ein.""]";"[{""Degree"":3,""Amount"":2832.508809903}]"
"{""$guid"":""80be0bd1-1c1b-4cd0-bd47-4a469eba021c""}";"""Daniel Nacht""";"""An der Alster 4219306 Blievenstorf""";"""AMBULANT""";[];[];[]
"{""$guid"":""81233451-9f26-469b-bd3f-905ca007461f""}";"""Lucas Schiffer Klinik""";"""Flotowstr. 6406330 Hettstedt""";"""STATIONARY""";"[{""Name"":""Demenz geeignet""}]";"[""Im Alexandrinenstift gleicht keine Woche der anderen. Wir gestalten die Tage mit verschiedenen Aktivitäten und Veranstaltungen.""]";"[{""Degree"":3,""Amount"":2981.923830338}]"
"{""$guid"":""819b168f-773f-41cb-b5ea-08421237de67""}";"""Anja Muench""";"""Gotthardstrasse 2099081 Erfurt""";"""AMBULANT""";[];[];[]
"{""$guid"":""83fa8f51-c296-43d1-8471-16a1165c539a""}";"""Pflegeeinrichtung Anke Bauer""";"""Anhalter Strasse 8166849 Landstuhl""";"""STATIONARY""";"[{""Name"":""Cafe"",""Description"":null},{""Name"":""Tagesausflüge"",""Description"":null},{""Name"":""Apotheke""},{""Name"":""Theater""}]";"[""Pflegeversicherungsleistungen"",""Stundenintensive Betreuung und Pflege"",""Respekt und Wertschätzung"",""Gerne kümmern wir uns auch um den Pflegebedürftigen, wenn Sie selbst zum Arzt müssen oder mit Freunden ausgehen möchten.""]";"[{""Degree"":3,""Amount"":2281.781616868},{""Degree"":4,""Amount"":3701.744382364}]"
"{""$guid"":""84ccc2e6-0ec0-45ed-8c62-a6f60638fba9""}";"""Ambulante Hauskrankenpflege Anna Bayer""";"""Gotzkowskystraße 359821 Arnsberg""";"""AMBULANT""";"[{""Name"":""Wachkoma"",""Description"":""Häusliche Pflege für Menschen mit Wachkoma.""},{""Name"":""Öffentliche Verkehrsanbindung""},{""Name"":""Therapieangebote""},{""Name"":""Therapieangebote""},{""Name"":""Schwimmbad/ Pool"",""Description"":null},{""Name"":""religiöse Angebote"",""Description"":""z.B. regelmäßige Andachten, Gottesdienste.""}]";"[""Die überschaubare Größe des Hauses und das kompetente Pflegepersonal sorgen dafür, dass sich die Bewohner in ihrem neuen Zuhause wohl fühlen.""]";"[{""Degree"":2,""Amount"":1135.859764594}]"
"{""$guid"":""84e526dc-9f86-4ce5-86d8-662e9382b115""}";"""Janina Kaestner""";"""Rosenstrasse 1781614 München""";"""AMBULANT""";[];[];[]
"{""$guid"":""870c9978-672c-495b-b08b-fe28a58cb7be""}";"""Seniorenservice Kevin Schultheiss""";"""Eichendorffstr. 5788074 Meckenbeuren""";"""AMBULANT""";"[{""Name"":""Probetag"",""Description"":null},{""Name"":""angeschlossenes betreutes Wohnen"",""Description"":null},{""Name"":""Balkon""},{""Name"":""Spezielle ambulante palliativ Versorgung (SAPV)"",""Description"":null},{""Name"":""Facharztbesuche"",""Description"":null},{""Name"":""Badewanne""},{""Name"":""Tagesausflüge"",""Description"":null}]";"[""Feste Bezugspersonen innerhalb des Pflege-Teams""]";"[{""Degree"":2,""Amount"":1975.239600858}]"
"{""$guid"":""884f82fc-a7db-4117-a279-8e166b3145be""}";"""Tobias Walter""";"""Brandenburgische Str. 8174348 Lauffen""";"""AMBULANT""";[];[];[]
"{""$guid"":""8ad1c267-8225-47b1-ba3d-c64f363b12b9""}";"""Seniorenservice Annett Beyer""";"""Paderborner Strasse 2086529 Schrobenhausen""";"""AMBULANT""";"[{""Name"":""angeschlossenes betreutes Wohnen"",""Description"":null},{""Name"":""angeschlossene Wohngemeinschaft für Demenzerkrankte"",""Description"":null},{""Name"":""TV-Anschluss im Zimmer"",""Description"":null},{""Name"":""religiöse Angebote"",""Description"":""z.B. regelmäßige Andachten, Gottesdienste und weiteres.""},{""Name"":""Haushaltsführung nur in Verbindung mit Pflegeleistungen"",""Description"":""Unterstützung bei Reinigung der Wohnung NUR in Verbindung mit Pflegeleistungen.""},{""Name"":""angeschlossene Kurzzeitpflege""},{""Name"":""Kirche"",""Description"":null}]";"[""tagessturkturierende Angebote zur Stärkung der Selbständigkeit""]";"[{""Degree"":2,""Amount"":1631.118828375}]"
"{""$guid"":""8b7e3915-e253-470c-815b-95a51e6a80eb""}";"""Tagespflegestätte Andrea Aachen""";"""Jahnstrasse 6407922 Ebersberg""";"""DAYCARE""";"[{""Name"":""intelligente Wohnraumsensorik"",""Description"":""kurz: AAL-altersgerechte Assistenzsysteme""}]";"[""Unsere Einrichtung verfügt über 96 Einzel- und 4 Doppelzimmer die auf vier Wohnbereiche verteilt sind.\n\n\n\nAlle Wohnbereiche sind zudem ausgestattet mit:\n\nGemeinschaftsbalkon""]";"[{""Degree"":4,""Amount"":3366.579341407}]"
"{""$guid"":""8bbae1f8-ef0c-41c3-81ab-945ec6156deb""}";"""Pflegeeinrichtung Tom Muench""";"""Kurfuerstendamm 7782031 Grünwald""";"""STATIONARY""";"[{""Name"":""Freizeitangebote"",""Description"":null}]";"[""Telefonische Erreichbarkeit werktags zw 8 und 17 Uhr gewährleistet.""]";"[{""Degree"":3,""Amount"":2352.183136787}]"
"{""$guid"":""8cd1641f-418c-4906-9302-2fcc6fc68763""}";"""Ambulante Hauskrankenpflege Lea Berg""";"""Sömmeringstr. 8089269 Vöhringen""";"""AMBULANT""";"[{""Name"":""Häusliche Pflege"",""Description"":""z.B. Unterstützung bei der Körperpflege, beim Toilettengang.""},{""Name"":""Beatmungspflege"",""Description"":""Häusliche Pflege für Menschen mit Beatmung.""},{""Name"":""Besuchsdienst""}]";"[""Beschäftigung und Unterhaltung""]";"[{""Degree"":1,""Amount"":919.075946402}]"
"{""$guid"":""8e44706b-faf5-407e-b68e-64396df7821d""}";"""Tagespflegestätte für Senioren David Kortig""";"""Ziegelstr. 394146 Hinterschmiding""";"""DAYCARE""";"[{""Name"":""kulturelle Angebote""},{""Name"":""Haustiere vorhanden"",""Description"":null},{""Name"":""Kegelbahn"",""Description"":null},{""Name"":""Sportgruppe""},{""Name"":""Offener beschützender Bereich mit Ortungssystemen"",""Description"":""Ortungssysteme oder Transponder geben den Mitarbeitenden ein Signal, sobald ein weglaufgefährdeter Bewohner den vorgesehenen Bereich verlässt.""},{""Name"":""Park""},{""Name"":""Andachtsraum"",""Description"":null},{""Name"":""Concierge/ Pförtner""},{""Name"":""Offener beschützender Bereich mit Ortungssystemen"",""Description"":""Ortungssysteme oder Transponder geben den Mitarbeitenden ein Signal, sobald ein weglaufgefährdeter Bewohner den vorgesehenen Bereich verlässt.""}]";"[""Gemeinsame Mahlzeiten"",""Grundpflege""]";"[{""Degree"":4,""Amount"":4075.666241267}]"
"{""$guid"":""92912154-8219-4769-9faa-523fb70a8381""}";"""Christian Pabst Klinik""";"""Luebeckertordamm 1791221 Pommelsbrunn""";"""STATIONARY""";"[{""Name"":""Hausnotruf""},{""Name"":""Sportgruppe""},{""Name"":""Hospizarbeit"",""Description"":null},{""Name"":""angeschlossenes betreutes Wohnen"",""Description"":null}]";"[""Unser qualifziertes und motiviertes Team besteht aus über 120 Mitarbeitern, die sich um Sie und Ihre Wünsche kümmern."",""Spezialisiert auf stundenweise Betreuung""]";"[{""Degree"":3,""Amount"":2766.295983347},{""Degree"":4,""Amount"":3875.74759248}]"
